tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
-14.4013,15.7071,27.7897,-0.253402,23.3061,27.5419,9.88615,6.52524,-5.50323,9.72045,28.4145,-3.30479,0,0,0,0,0,0,0,0,0,0,0,0,0.0409024,0.720799,-1.58047,0.0365036,0.611617,-1.56815,-0.0356174,0.650036,-1.40888,-0.00364994,0.725519,-1.30814,-0.221043,0.980818,-1.10276,0.0329393,0.999885,-1.10029,0.11423,0.751374,-1.49122,0.0975118,1.03882,-1.3159,-0.00414557,-1.02259,-1.10227,0.0417195,-1.4192,-1.31608,-1.19602,-0.692126,0.7086,-3.02295,-8.13322,2.09307,
-12.8951,23.1899,24.0668,0.592687,29.4033,21.8226,-2.85028,-2.49685,18.0156,7.40754,60,30.3792,0,0,0,0,0,0,0,0,0,0,0,0,0.0362213,0.70675,-1.58767,0.0345743,0.594325,-1.57944,-0.0413742,0.668815,-1.41943,-0.0400133,0.619456,-1.32275,-0.208582,1.12503,-1.14542,0.0400097,1.11394,-1.1816,-0.0577888,0.693304,-1.13846,0.0892279,2.09129,-0.871334,-0.413834,-0.134246,0.186897,-0.21363,-0.599675,0.0428846,1.41635,2.79546,-1.86364,-0.217652,-2.40264,-4.03728,
6.73733,9.1583,2.59663,15.8044,3.37879,17.0689,-9.43696,-4.01781,-7.53217,-8.2826,-33.1912,50.5542,0,0,0,0,0,0,0,0,0,0,0,0,0.00219621,0.715448,-1.5541,0.0105844,0.612779,-1.56077,0.00852312,0.739553,-1.40311,0.00966624,0.744065,-1.42531,0.0410668,0.910208,-1.44417,0.246617,0.735977,-1.2163,-0.140336,0.726581,-1.39703,-0.053943,0.461594,-0.575532,-3.34505,1.12982,2.50884,-2.05284,2.47062,1.36523,0.908881,2.40318,5.72126,3.47934,12.8402,-2.7754,
-17.4365,-8.73939,10.4376,4.56235,23.2913,17.8603,-6.78479,-12.219,26.1895,-6.33634,-32.4129,23.966,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250788,0.75698,-1.49788,-0.0185157,0.646535,-1.53411,0.00118957,0.802271,-1.37714,0.0414171,0.923698,-1.44354,-0.254995,0.656016,-1.27559,0.0907334,1.06908,-1.1839,-0.119198,0.639984,-1.00194,-0.0565136,0.354672,-1.02142,3.48441,2.31734,1.30047,1.05189,-0.0374115,1.01877,0.118885,2.39505,-4.03911,0.691016,0.811968,-0.544901,
-9.67505,-10.2691,13.602,7.41783,5.08853,22.7691,1.22128,-4.83547,-6.6911,-3.8623,-29.541,-2.82275,0,0,0,0,0,0,0,0,0,0,0,0,0.0221264,0.781798,-1.49085,0.00583015,0.63925,-1.52726,-0.00197332,0.795859,-1.38801,0.0549083,0.896075,-1.41278,-0.15336,0.59163,-1.26448,0.13698,0.728577,-1.13401,0.00906067,0.671922,-1.47398,-0.0288882,0.301835,-1.40784,0.0169308,-0.138334,-0.837551,-0.148794,-0.127674,-0.829374,-0.446845,-1.44077,1.42766,-0.542914,-2.28522,2.25057,
-8.64306,-3.79769,12.6226,4.43642,12.7872,19.4423,7.34556,-1.45941,-9.1016,0.184721,-24.3902,-12.4949,0,0,0,0,0,0,0,0,0,0,0,0,0.0112451,0.769252,-1.50703,-0.00470033,0.625761,-1.54644,-0.0179454,0.745166,-1.35206,0.0306027,0.82774,-1.34889,-0.151079,0.685595,-1.2945,0.0721511,0.832525,-1.20976,0.11205,0.672217,-1.52293,0.00341442,0.287004,-1.4928,-0.207085,-0.584336,-0.679065,-0.152434,-1.02919,-0.67277,-0.142419,-1.85659,-0.215628,-1.22188,-3.89114,3.33095,
-12.5497,15.4423,21.2692,0.777024,23.2081,14.4968,-1.70238,2.8304,10.1441,6.67831,23.098,2.45038,0,0,0,0,0,0,0,0,0,0,0,0,0.0145238,0.759755,-1.52203,-3.64094e-05,0.60265,-1.55463,0.00755328,0.718255,-1.40292,0.00359609,0.729745,-1.29847,-0.204435,1.03427,-1.15396,0.0248136,1.00073,-1.29621,0.0425686,0.748467,-1.31103,0.086458,0.998146,-1.22657,0.368663,-0.250223,-0.745848,0.428891,-0.955433,-0.206106,2.6387,-0.849994,-3.70181,-1.54248,-6.06253,1.09381,
-7.33799,17.1024,12.7128,2.80199,22.6076,19.8844,-12.4289,7.8712,22.1915,8.19378,60,23.5405,0,0,0,0,0,0,0,0,0,0,0,0,0.00964793,0.758979,-1.5263,0.00412745,0.596669,-1.55778,0.0529887,0.706796,-1.45426,-0.0155796,0.648025,-1.31207,-0.153565,1.07414,-1.27885,0.0547487,1.02448,-1.20114,-0.118143,0.833949,-1.08802,0.122743,1.85181,-0.94684,-1.19179,0.168101,0.652335,-0.0129629,0.670494,-0.195556,2.19393,-0.638408,-1.48977,-0.426201,-2.11206,-2.51119,
9.74865,-2.1798,2.12787,15.2297,-0.531267,18.6044,-8.65106,3.35904,-4.70685,-6.96107,-24.4931,43.9037,0,0,0,0,0,0,0,0,0,0,0,0,-0.028579,0.772703,-1.50459,-0.0122472,0.643015,-1.56146,0.0592512,0.705576,-1.40859,0.0129098,0.739375,-1.38309,0.0498286,0.77877,-1.41673,0.213393,0.702629,-1.22801,-0.146542,0.791722,-1.35615,-0.0289953,0.573429,-0.665195,-3.95362,1.82801,1.96701,-2.05054,2.77095,-0.192171,-1.94004,1.00289,5.52091,3.38639,11.1754,-3.21416,
-20.2208,-12.8445,5.96207,2.80918,13.2614,12.4512,-12.4441,-17.6524,24.106,-6.67691,-17.7287,24.901,0,0,0,0,0,0,0,0,0,0,0,0,-0.018673,0.806466,-1.46119,-0.0168844,0.675258,-1.53388,0.0211156,0.756455,-1.34109,0.0406508,0.88807,-1.45932,-0.257128,0.584242,-1.29902,0.0804813,0.9202,-1.27512,-0.173381,0.525046,-1.01598,-0.0473731,0.606274,-1.03968,5.16784,0.452444,2.1507,1.85159,0.153025,1.29484,1.27042,3.58176,-4.52702,1.33498,1.62174,-1.3242,
